# name: Y 
# type: matrix
# rows: 1000 
# columns: 2
14.066099 9.830739
18.700283 6.656619
4.142784 14.586525
17.579145 18.891352
12.028859 25.335501
19.782583 21.991142
17.282776 16.862432
19.717035 10.113535
18.486189 16.728916
16.508429 21.872753
18.460426 18.610359
11.771130 5.708548
15.018207 14.953767
17.652182 14.876227
13.753127 13.303060
3.879640 12.326946
12.474424 22.323675
12.653645 13.168563
10.547228 26.879122
2.174465 3.856511
5.452047 7.494696
9.771236 23.264662
7.671385 15.418562
19.996407 13.654215
18.686356 26.181923
16.604479 21.161190
12.215690 15.861204
10.559218 11.002628
14.077598 24.913067
18.308670 4.744442
8.471117 6.975068
13.930404 16.817297
1.378215 10.596034
18.743940 25.331814
10.754414 21.880781
10.516113 8.824678
19.932810 5.058145
18.313580 17.579861
15.373326 25.113487
4.343307 7.074424
3.533385 7.688797
19.938494 2.346656
10.236956 18.213629
13.284534 3.763924
5.881374 24.809765
17.278072 20.834566
18.786869 18.167795
16.334023 22.083254
14.974260 19.048042
16.049574 9.448331
17.187414 6.726590
12.822212 3.335985
3.029083 5.931877
5.882972 5.404263
12.782372 3.451307
17.310980 25.151690
15.587954 7.630889
6.283438 17.839621
11.763506 2.416265
5.114284 15.065717
9.019707 9.679209
14.598075 18.128349
9.866777 8.725559
15.063725 10.322301
5.290480 20.980211
1.323550 23.128073
18.048223 17.019066
7.429551 18.699003
11.536604 23.200003
2.464713 14.859555
18.796253 17.285273
7.879189 10.998556
17.402924 14.685239
2.688220 8.121458
15.227097 17.281031
10.518947 20.932045
16.550100 2.174503
12.572251 20.411547
15.874541 25.064301
6.497931 7.983019
16.217239 4.417035
20.622171 23.131824
10.130284 12.859952
2.625301 11.449929
7.246870 25.580551
8.985998 7.289137
7.164937 12.843960
2.683693 21.506264
11.541499 6.428325
8.759923 16.904783
11.788268 12.165376
17.448517 16.441956
16.784874 11.355021
17.159185 11.683064
17.985432 22.786545
15.288633 17.880098
14.436815 2.736906
16.118910 16.992664
17.885626 20.382782
4.680506 18.667677
18.768658 4.555832
4.994477 9.193410
3.842371 9.365033
18.468275 7.821203
14.479921 17.733982
16.466019 2.711313
16.275276 21.360809
6.685786 3.918834
4.579733 10.994646
9.860853 11.467762
13.950445 4.517142
17.115780 20.742973
12.992889 3.705870
18.624634 18.871239
10.213033 13.790970
6.848635 7.610387
10.717315 6.812145
18.177320 5.334700
6.863430 6.614436
1.056556 24.519295
6.775032 22.215420
14.009814 19.188177
4.508262 3.118237
20.194328 21.376438
3.259286 23.531626
11.722291 18.697708
10.316695 22.713657
17.759718 5.867763
14.472963 10.096291
7.943926 15.312854
15.341832 13.501686
11.822792 2.146080
6.373685 6.790758
11.287034 12.660289
7.870401 3.261657
2.886398 22.233870
4.602727 10.981167
9.779809 23.344612
14.661967 21.654669
8.725973 5.508450
13.008109 26.192352
3.184668 23.727242
4.186488 22.065092
10.113808 15.308547
15.900165 26.251053
20.175070 4.213208
18.957663 24.488024
16.567812 17.569782
2.472757 13.537223
9.179561 13.498413
13.036538 22.888313
2.426440 26.063778
10.503277 11.612725
19.573553 4.241375
17.418512 26.209867
4.764961 9.179737
13.550356 8.547148
18.440569 9.128729
20.154186 17.601490
17.020477 9.276425
8.614240 2.173855
14.961925 24.237772
4.534007 17.979963
3.964605 25.134466
5.459559 4.822780
10.053623 23.519606
18.136515 24.737799
8.733386 25.902773
4.482715 6.692329
8.342369 17.387276
11.036707 19.352278
13.389395 19.342302
11.402365 24.383842
5.828298 18.883003
15.479505 13.609822
16.764627 6.416411
7.503542 10.350394
3.762275 12.441586
16.556555 5.241585
1.263229 5.623655
11.474907 8.174743
5.492865 15.543576
18.941107 23.102825
5.708702 12.429340
2.849875 13.586050
19.824858 24.018127
5.294817 8.950116
7.051603 16.663414
16.974117 11.741665
13.733127 20.504377
18.283884 15.342792
12.685762 4.490734
20.017706 10.093871
19.482082 12.682382
16.682844 5.471124
15.105999 7.814126
17.382032 13.826137
11.454578 21.772995
12.138154 9.285782
5.235718 18.954025
19.792986 21.706631
7.119750 18.141102
7.453895 11.540064
18.092960 11.751259
19.654324 26.536331
19.139288 4.854979
6.341664 2.875974
13.950954 13.971728
2.607681 13.704616
14.265031 23.621826
7.552520 26.648659
5.929513 6.873688
15.944611 10.739061
15.613531 22.690365
8.597489 25.474085
3.244107 10.102409
14.364490 14.190969
8.107375 15.966120
15.323989 15.683999
15.809010 13.171900
1.128512 3.097282
15.565913 3.162817
20.384195 9.409292
4.383534 2.920440
8.218279 20.494850
13.936809 7.156997
2.687803 5.338694
20.789656 15.331315
8.749327 16.209484
2.108213 2.857671
16.493185 21.807787
1.730321 15.489598
12.263221 25.717705
15.350249 11.998089
10.956936 12.973097
6.237668 25.577036
2.731924 9.305185
15.984601 13.851564
11.167388 17.881151
12.939043 15.622136
4.496600 25.157345
20.489975 6.888452
12.375080 15.655548
11.644367 26.838194
2.183266 2.751628
9.649032 10.026167
13.265082 20.059416
12.170474 17.592533
16.253574 10.152421
1.954835 22.546053
8.123239 14.004834
3.857776 10.232713
5.599676 16.467562
13.459756 20.823380
3.864483 4.989603
15.522885 20.665880
10.413481 7.290107
12.812988 9.839002
16.875069 19.262545
9.932893 10.195126
19.130150 8.979438
8.242293 11.510862
15.822599 14.633470
11.000372 13.681854
5.704904 25.617420
19.816740 22.647364
17.900099 17.639910
8.532617 17.758780
20.132221 8.360812
16.195425 17.233894
4.300304 2.293632
16.771809 6.191211
13.823763 3.171182
14.121968 12.347352
2.977152 22.876253
10.212930 22.983768
12.484274 21.071781
3.449782 14.093559
2.615905 2.370172
5.252901 2.935158
6.384787 10.049555
19.626759 24.504063
1.815119 14.784659
9.704316 26.196701
12.589877 4.282856
19.527287 23.112051
13.444281 11.675271
3.997642 22.158047
14.603402 7.766934
5.295948 2.080776
19.067871 6.003367
14.150434 18.186243
4.601926 23.572947
20.041393 20.989754
20.084642 10.345797
4.566278 3.503892
13.963335 14.239934
19.389629 19.483606
10.406496 9.179525
17.644497 18.260529
4.001977 21.607363
9.200225 4.608273
20.698547 9.411008
19.162172 8.313367
4.171741 6.117300
14.400481 22.676390
20.507607 5.848069
20.535957 13.386040
1.278098 13.178066
2.950875 24.318035
8.110158 26.549494
9.566170 24.613462
1.612673 15.243851
5.454587 10.682166
5.878101 12.903715
13.221868 22.996695
13.040607 16.697281
6.906187 17.398382
1.700277 2.948299
19.613068 4.312232
13.802251 25.192644
17.820799 26.890512
19.193710 24.150774
6.184740 5.605000
2.792180 19.188639
1.974770 5.006067
15.572770 19.785858
19.552462 23.165287
7.643641 26.065924
15.618551 18.314705
16.935762 19.585405
14.554201 23.138166
17.473179 24.375240
4.707297 15.848117
2.512497 9.126990
3.889646 17.926350
10.915343 20.957239
13.544370 9.313883
12.531059 21.325390
3.014190 16.479387
3.662004 23.596251
8.981246 15.340909
11.924968 15.790822
16.243427 19.268269
4.773737 8.448464
3.416678 19.214397
4.921816 10.019302
7.608724 14.122987
1.371117 2.437995
5.083713 22.931795
16.125282 19.332766
9.026501 14.960889
8.680827 16.750298
16.527481 22.826542
15.875755 15.168780
11.985221 24.833878
19.617498 8.689462
3.345413 6.033820
14.595767 5.882225
3.172152 13.404062
20.767012 14.863121
1.825521 21.961859
16.151411 11.613481
9.977616 10.137956
2.898459 26.953547
3.648004 2.473323
6.367021 6.064312
14.697860 3.284539
18.894217 20.154226
17.997120 16.168194
8.965793 2.236753
13.433879 26.106211
19.705915 12.672590
9.916730 18.312841
17.457636 5.705892
5.678876 3.236830
6.879815 2.633873
12.909685 3.614689
2.481154 4.760676
4.160305 24.332952
14.603593 20.719208
5.120942 26.147057
5.764497 13.252915
19.409590 8.023433
4.467456 12.230315
5.694225 8.185763
11.014131 18.941374
2.721033 6.522155
7.138046 22.692629
2.037378 23.927473
12.633644 21.595184
2.317011 21.693232
5.756918 16.112103
4.984000 24.082474
14.465387 4.991987
11.577842 10.973688
2.881454 3.213293
12.033622 16.869480
15.523733 17.943319
14.695970 4.064193
3.710891 2.804598
11.099120 16.142023
17.395758 20.570047
3.773347 20.758429
7.778570 13.056946
6.973969 4.864848
12.897754 26.587423
19.453169 14.481941
14.482576 16.318375
4.336741 21.585337
7.337685 24.073206
9.887583 18.395319
7.504122 20.576941
16.408134 25.002344
15.531492 26.189209
6.779131 10.755187
11.521224 22.269775
3.531579 15.925060
17.808189 22.066574
11.923436 20.133854
3.757479 15.961827
15.752228 4.754579
6.939603 6.735034
14.412041 7.058160
13.674676 5.501998
6.557460 12.191820
12.336021 21.675676
10.928604 26.380381
7.338901 21.835258
4.292332 26.688677
12.280833 19.663052
18.255573 11.271617
10.133393 20.609739
4.041247 7.912238
16.000542 18.747957
11.346812 16.129736
12.346049 24.331472
10.647006 2.527351
4.382183 20.320457
5.216129 14.584839
16.680435 4.205017
12.520959 14.837272
5.261880 8.301318
1.640082 13.947163
12.392007 5.337788
13.738102 7.145230
18.193747 23.478247
14.056620 5.299994
10.617623 19.209988
12.165736 24.228846
8.954944 21.284519
12.265256 15.981222
10.824275 7.004198
16.301163 10.772528
7.459194 23.175762
6.769365 23.611046
9.375702 25.532480
8.488262 13.933068
18.035725 19.086329
8.885202 24.347734
2.881546 12.634014
3.983970 15.983367
1.008112 12.941670
8.579321 12.505453
16.113859 20.834478
18.950817 21.514870
9.082715 12.491488
9.673749 24.682096
14.187744 5.470643
6.155568 13.909158
13.913859 11.434429
15.958843 9.627003
11.324058 7.021175
8.174548 15.723450
7.281087 9.446214
14.515009 23.315556
5.730621 18.645546
8.335656 25.407869
2.798273 9.950010
15.281825 25.582872
14.257607 17.178061
3.032595 26.423368
15.666363 11.248640
12.729823 26.246229
1.715349 25.831848
13.679761 10.021418
19.516371 20.097544
20.443880 13.946553
18.024080 9.108845
7.111191 16.613054
12.087427 19.251671
17.906492 13.513385
2.301270 19.107738
2.129216 23.796270
10.793118 2.716370
2.777271 20.618303
11.764094 20.579073
13.735657 4.314401
9.664595 14.052686
12.062229 10.232129
5.526284 9.790059
18.186571 9.284443
20.905968 24.591549
20.563347 22.167328
19.480364 13.695581
17.706957 8.843278
18.830177 6.177611
6.650941 3.885027
17.004780 11.572884
6.731545 11.890422
17.954096 8.618615
5.046199 21.293074
15.651357 2.941444
1.909082 19.807997
20.509684 5.092374
6.815988 9.372530
14.286325 11.871040
10.650509 25.772337
5.312762 26.819210
1.608523 5.685181
6.422044 21.794254
16.259367 6.550305
12.198001 24.075098
4.288096 8.858385
14.383540 17.404066
19.869171 14.070750
4.915065 17.099607
10.774807 13.671385
2.985151 7.608454
18.969425 22.115614
4.417144 13.992190
9.310522 4.857894
15.366000 13.281448
17.682983 15.012046
20.217369 7.753481
2.762603 11.541392
12.902030 6.109048
14.818336 15.940478
16.512825 12.230420
11.465426 22.544468
18.143187 23.648165
1.443409 5.274486
20.993034 26.575974
8.293892 21.171562
5.063915 4.838261
7.869271 21.957432
8.118328 3.338340
9.871942 11.119836
19.146193 26.171709
15.545241 13.682251
8.649132 16.610535
7.664332 18.982172
17.205326 3.581073
7.768520 6.284624
4.020495 19.578016
19.764950 10.855513
3.961540 20.992210
18.464554 3.384664
19.467278 22.329420
6.609336 21.869072
8.237629 9.687412
1.212342 11.848711
18.342535 22.681704
14.513188 2.491113
11.561574 3.747214
3.505502 13.949897
6.823453 23.835312
14.985297 16.290987
4.706458 5.555626
5.659013 5.859835
10.237798 24.056051
6.995504 25.796247
19.872011 15.064707
6.829506 19.375992
4.460711 11.625020
10.307787 13.605205
1.716954 25.164713
8.511280 14.383865
8.551933 2.862184
1.187048 17.243402
13.112740 2.096550
17.626457 15.730939
11.529006 5.069954
18.630419 4.343973
4.391843 24.934217
3.770785 4.229024
13.009508 14.852582
8.031144 26.052805
12.234237 18.537952
13.317986 16.276606
16.415476 4.534413
12.034429 21.123096
9.647276 11.676679
16.397236 9.847119
5.625069 14.529338
7.714246 7.886329
18.939425 20.821535
20.487953 3.085365
6.416051 20.629288
3.895823 14.404446
11.129422 16.110144
20.408346 20.443113
2.311586 6.460744
17.615274 10.065746
5.537327 26.193148
15.411748 19.213558
15.639139 16.071642
9.803133 23.918701
8.859310 18.421009
8.022172 24.485914
5.424922 10.038149
15.721830 21.337572
15.824577 2.738926
2.735910 13.545405
15.361988 11.471464
7.536088 2.019192
16.946741 24.501625
7.418257 6.757565
2.794784 21.453789
2.299538 14.337577
10.431572 2.192902
20.607527 7.191753
12.575479 15.384010
5.289234 24.492168
11.846050 17.362389
13.444232 2.978376
5.431024 12.085764
19.517567 18.211275
4.719738 9.147117
2.024154 6.339478
18.277819 21.730774
7.491827 19.560936
10.476091 24.851496
10.586308 12.198978
2.093494 19.129332
20.421160 15.767228
9.284815 22.873720
6.552274 18.612787
13.093079 17.499134
15.295317 3.961462
12.028294 12.255545
20.992611 5.215597
11.696951 4.229597
16.487143 20.797794
12.607279 18.063025
7.140650 20.782375
10.558861 2.544958
14.422708 16.418089
15.106948 3.360937
7.677143 8.004874
7.763986 18.497526
19.086514 8.093941
3.034706 16.758842
17.045237 16.491959
4.873578 22.144985
19.109035 24.475658
18.204739 7.982724
19.436735 6.094894
13.576792 16.630762
17.091921 15.329131
17.579762 4.197931
12.682640 25.268085
14.565419 11.659844
11.208035 9.260575
1.368182 4.551208
11.095917 16.548990
17.332911 24.817064
2.637470 9.893029
17.866234 18.650137
5.928892 15.039566
2.047985 20.921158
17.240112 3.770209
13.531453 13.735336
10.811617 20.553579
6.064398 19.440413
12.982381 24.267952
15.435936 4.146303
13.922251 22.091757
10.393515 18.200447
9.097284 22.575314
12.857667 8.593971
11.170599 24.664385
13.690555 7.662016
19.481941 26.985300
12.726066 2.266039
1.513338 3.399476
7.545650 26.987511
9.331773 6.223491
11.023554 8.860428
1.764575 5.392637
11.017955 4.443027
2.942662 4.107234
19.964220 26.681580
18.338448 15.931983
12.358418 15.729318
11.184095 7.664509
6.802080 13.138320
6.163923 17.434664
16.726522 7.273009
9.464186 26.655880
9.224601 2.988026
11.619036 10.986028
15.224434 19.132732
9.951270 2.033143
6.167366 26.350935
12.248281 18.739960
1.271169 4.334146
12.812656 10.558500
15.052895 5.540576
3.858975 14.656177
18.119358 21.041525
9.583638 15.435182
1.876348 3.842897
10.287065 13.855468
13.909271 6.329354
11.409030 20.189650
12.930082 22.829540
11.927851 20.438883
3.739497 19.937700
2.175862 7.149820
4.204968 19.239157
7.081005 18.083286
9.858614 12.948203
13.401506 21.003424
4.523586 25.767838
10.441987 13.603977
4.640270 15.272311
14.403037 10.556549
5.409174 26.355053
7.441395 19.566019
7.159418 5.603903
4.669992 20.772539
11.220770 21.470070
2.382275 13.108740
10.919458 3.555965
16.746946 24.507345
14.037351 26.088165
18.020147 26.476294
13.810834 12.361673
4.307370 5.396872
13.552325 18.910175
8.797759 9.491565
19.194162 10.476442
9.270310 2.850657
16.525080 3.200101
19.631016 5.713468
20.528152 12.415233
20.632750 24.152895
16.113340 25.202475
15.962630 6.229563
15.470388 15.414096
17.256430 23.010838
20.779444 23.376280
15.823340 24.916214
18.974173 14.232462
5.128424 12.599533
13.439807 21.774727
4.158988 2.469358
16.985800 7.554494
7.597831 3.647746
5.960656 20.214727
7.971096 19.806089
5.288442 12.718010
10.957164 21.148191
4.164284 15.440142
10.229246 17.681238
10.521236 18.157385
18.369503 14.800189
7.825233 4.912699
1.384346 16.856833
12.283981 20.809872
15.061920 3.394244
7.395679 3.291270
16.360268 15.355151
3.800668 26.455734
19.509943 26.797422
6.344975 10.043345
14.710785 4.041044
14.518301 14.895477
12.431777 21.423384
9.613237 10.490055
19.383511 13.279368
8.939890 15.122458
16.650654 18.606081
17.932642 12.053834
6.247414 25.957321
8.330312 7.349769
14.260989 3.060767
9.428834 9.534968
18.942722 23.302589
13.820019 7.206938
14.189045 18.309978
17.497059 12.221864
2.149935 24.412315
2.675881 13.362282
9.427818 23.658167
3.374690 8.700575
6.369600 11.787203
12.057938 15.271268
15.896830 2.320761
20.236862 13.866284
5.707770 12.426275
14.018486 22.052010
8.759737 15.134313
2.124465 2.572900
18.205925 22.026617
4.978903 13.020319
7.705747 4.256556
5.962499 18.051479
16.973665 25.667446
5.864850 13.366214
17.297800 24.909437
8.910645 23.777832
14.443560 26.375999
2.559358 25.697351
3.876354 9.084805
19.290438 4.886008
16.149990 3.312212
6.640314 12.945583
12.492364 11.189521
18.077099 10.869279
11.622475 21.209419
19.620472 7.692774
5.327494 4.436938
3.176563 23.175741
20.840191 9.063308
18.464338 20.941372
8.910600 5.880815
4.909564 14.089192
12.776096 4.875598
17.844513 14.995710
7.854698 18.991076
12.203935 11.014259
13.472022 13.251436
19.450100 14.420450
5.154247 9.950873
7.517178 25.773979
17.141338 23.300797
19.186571 11.004800
13.046286 23.009743
4.566278 15.120481
7.744154 11.650655
16.784334 18.111420
4.229649 14.059602
15.491241 26.213736
7.688319 14.398732
9.408575 8.093613
18.122826 26.683302
20.905973 20.404043
4.527578 6.179468
18.908703 26.778795
11.319420 16.269123
10.195504 10.970630
4.978650 20.678923
3.666277 15.333711
5.862124 15.843565
11.821492 21.309792
17.708183 12.951120
4.977750 2.294703
13.104470 16.693125
9.099113 14.516465
5.185557 2.854571
10.073460 21.232529
6.663496 13.423874
2.058530 20.875832
5.362610 9.400817
8.905603 23.246260
16.352303 7.767234
8.875546 5.327609
5.559043 14.380596
3.771602 20.759361
19.805426 22.602715
12.324817 26.046354
18.099457 25.421394
