# name: X 
# type: matrix
# rows: 1000 
# columns: 2
13.604863 25.087818
14.085988 24.301268
17.594343 24.949463
18.808407 9.812266
13.608485 14.688875
17.287027 11.616460
11.316702 22.174080
14.676656 6.910694
8.935680 3.080561
19.293554 19.418251
15.903088 15.263805
10.748537 5.931803
19.467615 3.084868
13.117008 16.235590
17.388729 8.435586
17.580290 11.804480
19.106924 3.748594
14.144018 26.882500
17.354942 11.848203
12.278296 25.494785
13.821612 12.798835
19.099421 21.434505
8.499491 15.954939
14.867406 13.102433
19.927856 26.881315
15.321824 18.524143
17.190062 26.073948
12.461548 23.140825
9.101773 3.948426
17.002588 11.772201
19.474556 6.241238
19.205347 22.010990
8.968733 22.369171
17.303247 18.413488
11.599394 6.270484
18.177893 9.920039
12.271010 17.423883
18.458069 16.047539
16.592291 13.490886
19.928703 4.537008
18.920517 18.743973
9.752752 25.295876
8.919802 16.191208
10.141048 23.385471
16.645245 19.986546
11.540346 14.536994
12.599310 3.109152
16.998333 15.000288
20.821796 14.166209
10.706749 23.116671
15.852452 23.153242
17.387482 17.967176
16.569256 25.408730
13.909061 4.719631
13.440210 5.906097
13.443332 6.775692
18.518641 14.871220
17.950464 25.977406
20.738352 26.785330
11.470117 13.330643
19.861025 24.906822
13.392415 17.212759
11.213719 26.286642
9.517885 26.276184
15.531136 3.494995
10.380708 25.461403
20.770128 17.591812
12.529587 3.084475
9.968457 13.456714
12.942270 2.197002
12.576509 13.386918
10.065173 4.690329
20.606300 16.319077
20.595039 25.445660
14.849754 5.634327
12.075813 22.601034
18.734728 20.382677
17.535389 9.270717
15.340947 8.898318
15.127565 23.321993
20.544550 24.447432
10.052997 6.004047
17.664770 25.134415
20.053246 25.722771
11.392793 6.818339
12.561081 3.588091
11.370297 12.017726
12.595305 12.210427
8.369104 12.003695
13.780184 26.142040
19.204531 23.679934
16.204451 19.412813
15.436449 10.762631
15.263999 16.679926
11.436689 15.872224
11.530451 16.556253
16.167274 12.617990
9.786758 13.151114
12.808142 17.439554
11.347815 11.469979
18.572872 20.609306
12.580430 2.824085
18.378481 15.684927
15.921490 7.604093
9.791198 25.099245
16.689781 23.486034
19.991522 10.029288
19.347895 17.696997
18.303623 4.347988
18.846476 19.797649
18.369482 19.970779
13.374245 16.396883
20.918238 4.831843
14.479179 12.403141
15.945542 25.354528
18.916553 3.982014
14.363506 25.357803
17.595072 2.299205
19.854782 14.171832
9.031466 14.235606
18.972342 8.522960
17.015491 12.288779
12.009878 24.768152
16.298492 15.425755
20.250353 17.281982
11.990372 16.131390
15.988863 14.003888
10.215365 13.429265
14.173189 2.916844
12.149629 16.506533
18.600174 6.318053
14.269215 12.155592
17.064533 18.814005
15.284660 21.991949
13.243041 17.800383
10.589101 11.757223
8.508099 5.755206
13.815327 16.931993
8.835831 12.699987
19.304413 4.521424
20.685280 15.438397
16.603060 6.088573
20.005047 25.003206
20.711868 2.800954
14.288762 14.996508
14.055359 16.447458
16.312906 4.824943
11.829643 16.293863
14.790171 14.357928
19.929230 23.550392
10.759515 13.066621
13.316835 5.480411
17.319826 14.892813
17.857082 26.731459
17.684231 7.993302
19.190573 9.948100
20.015968 15.717706
15.663551 4.720568
13.276145 26.754114
18.766962 24.676161
8.164706 25.271357
18.921108 20.605169
13.181366 15.406066
18.614697 11.899698
19.337017 4.581089
12.107955 2.364484
16.909807 23.627138
14.455645 14.721531
10.466894 25.898449
12.488152 4.371195
10.228409 22.491932
19.436232 26.793768
20.046150 3.861446
15.513260 21.284178
16.605658 10.722034
18.804651 10.722323
16.004646 3.304185
19.873047 21.316093
8.915089 11.041094
20.767632 20.490007
14.337607 14.431463
15.430800 20.171154
20.782688 15.217634
13.725641 5.526633
17.603678 20.635378
16.424953 14.964892
14.419746 16.181726
15.071414 7.516964
13.152007 4.604355
15.241745 6.563895
16.624378 21.746986
12.533810 16.830286
16.364113 5.052156
16.381491 26.738533
10.349417 3.956447
20.978491 7.456423
12.319175 6.243705
19.630362 10.688649
13.147733 2.153049
13.563818 23.309788
14.971459 11.764146
18.887949 7.433654
9.528465 3.176645
8.828105 3.728445
12.221209 4.561072
16.028782 12.032659
9.439491 17.696575
9.864217 17.251139
20.941048 20.713766
15.779188 25.312115
14.152861 25.675024
8.274550 25.135489
12.699958 3.511472
12.991454 13.867179
19.798393 6.327214
10.369768 6.205637
18.193726 6.273434
19.155001 17.923964
18.016121 25.554710
17.231199 17.145683
9.764835 23.505434
16.262733 16.004412
19.847759 13.166561
20.772129 9.688306
17.231590 10.696691
19.260534 22.492378
19.689569 26.936287
12.806689 22.212194
19.397373 24.537565
11.322771 17.616453
20.696894 10.456073
10.058097 3.341182
12.641684 22.089373
10.616521 25.486347
12.690311 15.180612
15.934607 8.930341
18.597692 17.501459
14.509520 14.073757
11.680504 16.510563
12.498525 4.564427
15.053439 15.504913
10.547941 17.721773
13.009843 5.249400
12.434164 22.385056
15.858052 20.194407
17.333021 9.042774
12.776920 24.425264
13.686881 14.825591
18.189579 23.200579
20.499865 11.985489
10.376343 12.934753
14.369372 25.418839
17.748348 3.009208
16.955961 20.316360
19.083401 6.777791
13.044416 25.288380
16.660610 20.303459
19.834484 16.923948
9.168283 15.247950
9.114877 4.885348
10.595543 8.758013
2.175174 2.347028
7.313161 12.850214
1.406949 8.713962
4.642320 8.883795
7.199631 21.510170
2.380359 13.068509
1.652500 26.039890
10.234116 9.623214
12.125200 10.317655
9.731698 9.329434
7.798402 24.555412
3.524438 13.548727
4.130503 21.340071
5.940651 12.169164
2.137381 3.862636
2.979326 7.529265
4.335108 12.487556
10.999114 20.616959
3.872427 16.657188
10.709201 7.411422
13.028535 21.267147
7.263740 11.892105
1.052452 19.182346
1.083232 25.076729
12.266535 7.055808
2.120444 25.130491
1.065639 19.913712
10.876626 10.476770
9.193732 19.178772
6.603750 19.194160
7.175516 26.880587
3.028911 9.954771
4.412559 15.061195
9.436805 8.500756
7.085709 24.218082
2.050585 15.039084
3.284328 10.493297
6.577184 5.055424
6.425084 7.538406
7.108160 20.435192
1.181469 25.092306
1.220138 15.051875
5.473128 18.278301
4.255135 8.847779
2.671594 2.774086
5.145133 26.854898
12.648993 7.271579
1.016484 18.769148
12.937980 18.140038
6.290499 9.138563
10.734661 20.884861
3.311411 20.052431
8.243087 19.971682
7.898859 16.962032
1.283003 20.723549
3.884925 7.328055
8.714347 7.796384
5.921424 16.418026
11.807773 7.204387
2.033703 26.808788
3.764769 11.011065
2.189847 24.193691
3.824132 12.743782
4.960412 17.311050
4.106728 9.322228
1.469063 12.624872
12.220147 18.112995
13.670443 9.034551
6.289994 4.496174
7.052019 8.110615
7.543685 13.612636
1.606481 22.153715
7.529156 17.371477
9.246125 18.265648
4.992345 18.933542
1.506176 16.765060
3.186894 21.753113
4.318685 23.482119
2.180869 7.009479
3.387575 5.653384
7.222827 24.775827
4.752328 17.473957
3.624889 23.674828
1.878306 2.596580
4.676017 7.496334
4.392142 24.670097
3.339890 9.279705
13.907692 21.888433
3.761639 9.134118
1.632989 4.893790
3.902442 14.494335
4.466013 25.442846
1.246025 22.017694
11.761107 8.231551
1.000938 5.873166
9.279675 19.399595
1.694327 12.796088
5.507505 2.376276
3.773671 22.416685
1.746932 21.375628
1.498036 18.268915
9.784146 19.944462
13.768189 19.508490
4.584367 3.189705
3.049571 22.112743
10.638716 9.623892
11.442373 18.327318
2.716621 23.520845
1.410167 3.326833
5.811933 3.925722
1.171372 26.901039
5.721430 18.547853
14.174933 21.044445
2.564818 12.473115
13.714235 19.932423
6.168264 6.116355
1.794340 12.478597
2.253479 3.179565
3.595809 4.720220
6.522398 21.824865
6.332397 2.646326
7.612931 4.526340
14.267873 18.020006
2.490596 25.752602
1.233614 24.158607
3.154766 13.812676
13.801969 8.660500
4.219631 26.265242
1.308877 25.496964
3.796282 8.141282
3.005528 12.417651
9.010723 20.393066
3.422863 19.144646
2.005265 2.521598
6.404171 26.058542
7.636916 12.059469
3.252959 14.245250
1.714929 22.553486
3.129920 12.240864
2.651539 5.557234
3.509498 21.836760
3.194654 18.865131
3.660625 11.582122
4.830214 9.557244
3.181740 5.099237
5.413457 18.175825
5.213831 17.163553
6.039481 26.267317
12.200466 8.224799
6.514321 6.219443
6.048607 16.738056
5.382721 13.938781
7.044496 9.078459
12.826243 21.007488
1.998659 12.584449
4.050356 4.363585
1.108698 18.244663
2.603312 4.482911
1.177541 23.344400
10.206188 9.151859
13.970211 10.388787
1.710386 5.938867
3.362528 23.198824
13.434388 19.119553
7.514229 23.735994
4.835438 25.035118
4.082829 4.253243
11.357119 9.021277
3.554854 4.528093
5.700946 17.342085
10.919548 9.276332
7.155264 2.791331
3.821024 13.378613
2.072265 18.577282
7.994258 14.798219
3.048689 11.681817
2.592841 8.433166
7.727023 23.192110
6.757904 26.162563
10.480995 9.465963
4.048268 7.069682
5.245373 11.632040
10.173092 10.695366
9.118345 10.171700
7.199218 18.344679
2.352157 10.428762
10.350586 18.951696
3.739244 24.435602
3.616843 19.643991
2.906816 22.474909
13.789167 20.993370
5.671145 3.843725
3.125437 8.416833
3.484725 23.166054
2.241332 2.712510
8.635243 18.958788
6.222033 6.814658
5.401079 5.095940
6.316367 20.144272
7.023377 5.151998
2.398128 7.116377
2.985702 8.615596
1.794950 19.388367
7.259791 4.639408
4.764021 12.912425
1.801741 25.132961
2.562695 4.851362
12.272349 8.065646
1.069162 3.608540
4.136026 13.251408
11.354294 7.196090
6.219259 15.633893
4.819671 14.091209
10.154312 21.521709
5.768899 26.963129
5.690289 7.089451
1.047355 19.040628
2.177210 16.021793
3.784426 2.096457
1.414161 12.343296
13.755419 20.983089
2.267856 16.195421
5.018937 18.544788
1.580790 3.008567
10.381000 8.424226
6.255692 17.109468
7.800513 15.441495
11.306655 18.332176
12.238818 19.302053
5.777466 5.957894
4.464562 5.906417
2.333234 9.237938
13.743222 9.170635
4.579034 3.220645
2.733428 6.240253
13.368936 18.067312
12.465213 10.003629
5.943357 11.004107
11.521239 8.690283
14.397429 20.363565
3.744632 22.104420
6.295851 9.938690
8.973951 18.746433
2.751296 25.447523
6.557847 2.859508
1.632127 4.803914
3.186743 19.443525
13.799576 10.851217
3.382226 16.740917
7.829647 3.254197
12.691357 20.349201
4.273136 12.742840
6.186903 6.037338
1.711413 16.733479
9.703131 18.105967
7.005491 4.567081
9.904693 18.191809
7.333059 25.275356
8.890426 19.651669
4.731444 23.699432
5.194637 20.431744
10.144793 18.009193
14.577569 7.376653
12.145829 19.715389
3.030149 22.802376
6.165137 14.211249
6.004206 8.405697
4.024600 3.813625
2.928082 21.691059
7.147329 14.453815
5.345991 8.786697
3.780016 5.598541
6.131668 12.437235
1.575140 14.060646
3.156966 18.180185
6.129770 21.228033
1.713329 15.088709
6.841262 19.374628
3.889359 16.106295
5.967901 15.817294
2.185955 20.095949
1.281682 6.400160
7.280863 16.328047
5.959246 6.839101
12.544183 18.084785
4.047796 20.303713
6.857711 19.706560
3.594748 6.478458
14.001532 18.688986
4.524213 8.001559
1.445458 3.845594
3.941243 23.242304
1.927304 9.097925
6.523809 26.371626
5.438351 14.672866
5.885544 13.258623
1.356710 23.287537
11.622890 21.414286
12.810352 10.649067
1.654702 4.830183
7.135436 19.710527
1.101524 14.181354
14.834907 21.220106
4.917957 21.435255
1.535685 11.946856
6.952439 18.477793
1.349132 19.939919
5.688825 24.415461
8.884775 8.804733
9.358942 20.237463
2.760754 10.999591
4.943233 16.380070
9.900664 18.869619
10.716991 9.644240
10.989629 8.016540
3.289181 24.017078
5.870554 2.614387
7.806412 14.690428
3.980812 17.736765
9.608026 19.252392
6.352146 23.553667
7.344124 20.969763
3.739122 18.496941
11.625077 21.793133
3.415133 12.266264
5.849550 24.327967
13.068222 10.777247
5.383098 10.733102
3.666527 24.302898
12.832931 7.359321
6.162233 19.089350
4.675307 13.450975
3.035632 2.333515
6.517679 15.693071
3.672745 22.718025
2.950370 2.052826
7.830794 19.311586
10.705131 8.672003
6.666425 3.274169
2.258937 7.375836
3.150344 18.397844
1.313985 17.229486
6.333315 15.494009
5.579363 24.334311
7.321826 14.710855
5.881390 23.222803
11.425216 9.106998
5.160248 11.244818
2.642449 7.912811
6.149378 21.456432
2.283426 2.500576
13.252797 9.400790
3.832051 17.174223
5.727500 5.834377
4.810029 22.571877
7.163131 7.525234
9.064750 8.325154
2.395106 25.733177
1.899820 8.590413
14.850845 8.803328
1.451896 6.119111
10.404230 21.623222
9.997239 19.930668
4.461293 13.199538
6.718920 26.204622
6.934134 7.026669
8.504140 21.006218
5.985347 19.770174
3.185693 20.603731
1.326011 8.072169
10.649813 7.395624
8.660268 10.823710
6.137850 9.041172
6.361674 4.259203
6.945769 24.623312
6.526871 3.119898
12.084551 18.185827
7.218888 12.270904
2.216725 15.080404
7.586833 12.740333
7.910019 9.456189
4.222656 19.984999
2.989257 11.007618
3.508664 5.965183
13.177657 8.472653
13.777143 7.586013
6.936605 13.979246
11.445793 10.587428
3.039063 25.705149
2.235211 22.304714
3.603301 2.474697
5.444494 20.824266
14.080573 10.099581
12.054752 18.881378
9.560641 10.077668
13.589594 7.728424
4.696663 15.871661
5.662378 25.164394
2.903890 22.379921
10.905931 9.070865
2.271825 10.884677
4.681324 9.057094
4.216488 4.999733
5.953705 15.579122
5.727196 18.327168
11.250707 18.693094
14.995743 10.190403
12.929607 10.603889
6.455072 9.121847
2.635654 7.047463
14.331132 9.219444
12.338065 20.788855
2.875753 3.109046
12.026042 19.906170
3.063424 5.151883
5.335772 20.206409
4.104037 22.715540
3.536104 6.181027
2.857168 26.039129
12.138108 18.800535
4.998763 8.376912
4.258247 4.999096
4.720571 20.242538
1.359954 18.251640
6.766523 15.034645
11.310637 10.061281
4.934372 8.638471
4.739013 24.756538
5.536229 22.382339
7.704455 21.205740
4.333988 23.722954
3.247424 25.215075
3.225513 11.040023
3.932822 23.449442
7.533599 15.316164
5.886540 10.150337
5.108486 3.294153
4.404422 25.640205
14.004448 19.674881
2.991186 11.572398
6.342688 12.868498
7.847033 3.256360
4.474083 2.654680
2.376271 10.297924
6.078903 19.598017
8.271966 9.206738
1.729777 13.550834
10.908160 10.347357
6.076103 6.066171
6.953817 4.980599
1.545675 11.179503
1.765297 14.873399
4.484438 6.259204
2.432794 18.872986
7.995620 24.985313
2.732400 10.812661
